Category,City,Country,Customer ID,Customer Name,Market,Order Date,Order ID,Order Priority,Postal Code,Product ID,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Profit,Quantity,Sales,Shipping Cost
Office Supplies,Moa,Cuba,CM-1271531,Craig Molinari,LATAM,8/2/2012,MX-2012-CM1271531-41123,High,,OFF-FA-6199,"Stockwell Rubber Bands, Bulk Pack",Caribbean,Corporate,8/6/2012,Standard Class,Holguín,Fasteners,0,11.88,3,33.06,4.08
Office Supplies,Moa,Cuba,CM-1271531,Craig Molinari,LATAM,8/2/2012,MX-2012-CM1271531-41123,High,,OFF-AR-3547,"Boston Pens, Easy-Erase",Caribbean,Corporate,8/6/2012,Standard Class,Holguín,Art,0,0.84,3,28.98,2.544
Office Supplies,San Salvador,El Salvador,HJ-1487539,Heather Jas,LATAM,8/2/2012,MX-2012-HJ1487539-41123,Critical,,OFF-ST-6250,"Tenex Folders, Industrial",Central America,Home Office,8/5/2012,Second Class,San Salvador,Storage,0,0.9,3,47.4,8.751
Office Supplies,San Salvador,El Salvador,HJ-1487539,Heather Jas,LATAM,8/2/2012,MX-2012-HJ1487539-41123,Critical,,OFF-LA-6043,"Smead Legal Exhibit Labels, Adjustable",Central America,Home Office,8/5/2012,Second Class,San Salvador,Labels,0,6.24,4,24,5.213
Office Supplies,Altotonga,Mexico,TS-2161082,Troy Staebel,LATAM,8/2/2012,MX-2012-TS2161082-41123,High,,OFF-ST-6038,"Smead Folders, Blue",Central America,Consumer,8/5/2012,Second Class,Veracruz,Storage,0,2.76,2,23.32,1.516
Technology,Mérida,Mexico,SL-2015582,Sara Luxemburg,LATAM,7/26/2012,MX-2012-SL2015582-41116,Medium,,TEC-MA-5516,"Okidata Receipt Printer, White",Central America,Home Office,8/2/2012,Standard Class,Yucatán,Machines,0,113.2,5,404.4,28.444
Technology,Mérida,Mexico,SL-2015582,Sara Luxemburg,LATAM,7/26/2012,MX-2012-SL2015582-41116,Medium,,TEC-AC-3404,"Belkin Router, Programmable",Central America,Home Office,8/2/2012,Standard Class,Yucatán,Accessories,0,69.4,2,347,15.33
Technology,Mérida,Mexico,SL-2015582,Sara Luxemburg,LATAM,7/26/2012,MX-2012-SL2015582-41116,Medium,,TEC-PH-3793,"Cisco Headset, with Caller ID",Central America,Home Office,8/2/2012,Standard Class,Yucatán,Phones,0,33,2,117.92,10.254
Office Supplies,Tegucigalpa,Honduras,JS-1594055,Joni Sundaresam,LATAM,8/1/2012,MX-2012-JS1594055-41122,Critical,,OFF-EN-3657,"Cameo Clasp Envelope, Recycled",Central America,Home Office,8/2/2012,First Class,Francisco Morazán,Envelopes,0.4,0.416,4,13.296,4.296
Office Supplies,Carapicuíba,Brazil,EC-1405018,Erin Creighton,LATAM,7/27/2012,MX-2012-EC1405018-41117,High,,OFF-BI-6384,"Wilson Jones Binding Machine, Economy",South America,Consumer,7/31/2012,Standard Class,São Paulo,Binders,0,18.24,2,65.28,6.013
Technology,Durango,Mexico,MC-1742582,Mark Cousins,LATAM,7/25/2012,MX-2012-MC1742582-41115,High,,TEC-CO-3588,"Brother Copy Machine, High-Speed",Central America,Corporate,7/30/2012,Standard Class,Durango,Copiers,0.002,164.3514,5,872.5514,108.912
Furniture,Miguel Hidalgo,Mexico,GD-1459082,Giulietta Dortch,LATAM,7/28/2012,MX-2012-GD1459082-41118,Critical,,FUR-CH-5454,"Office Star Swivel Stool, Adjustable",Central America,Corporate,7/30/2012,Second Class,Distrito Federal,Chairs,0.2,5.88,5,470.48,76.53
Furniture,Miguel Hidalgo,Mexico,GD-1459082,Giulietta Dortch,LATAM,7/28/2012,MX-2012-GD1459082-41118,Critical,,FUR-FU-3940,"Deflect-O Frame, Black",Central America,Corporate,7/30/2012,Second Class,Distrito Federal,Furnishings,0.4,-37.452,3,132.048,29.363
Office Supplies,Miguel Hidalgo,Mexico,GD-1459082,Giulietta Dortch,LATAM,7/28/2012,MX-2012-GD1459082-41118,Critical,,OFF-PA-4005,"Eaton Parchment Paper, 8.5 x 11",Central America,Corporate,7/30/2012,Second Class,Distrito Federal,Paper,0,25.32,6,70.44,14.736
Office Supplies,Miguel Hidalgo,Mexico,GD-1459082,Giulietta Dortch,LATAM,7/28/2012,MX-2012-GD1459082-41118,Critical,,OFF-ST-6023,"Smead Box, Blue",Central America,Corporate,7/30/2012,Second Class,Distrito Federal,Storage,0,17.16,6,43.08,10.877
Office Supplies,Morelia,Mexico,JL-1517582,James Lanier,LATAM,7/23/2012,MX-2012-JL1517582-41113,Medium,,OFF-BI-6370,"Wilson Jones 3-Hole Punch, Durable",Central America,Home Office,7/30/2012,Standard Class,Michoacán,Binders,0,16.88,2,39.32,1.868
Furniture,Soyapango,El Salvador,ST-2053039,Shui Tom,LATAM,7/27/2012,MX-2012-ST2053039-41117,Medium,,FUR-TA-4643,"Hon Computer Table, Fully Assembled",Central America,Consumer,7/29/2012,Second Class,San Salvador,Tables,0.2,377.34,5,1312.64,169.684
Office Supplies,Soyapango,El Salvador,ST-2053039,Shui Tom,LATAM,7/27/2012,MX-2012-ST2053039-41117,Medium,,OFF-EN-4910,"Jiffy Interoffice Envelope, Recycled",Central America,Consumer,7/29/2012,Second Class,San Salvador,Envelopes,0,40.96,4,120.64,9.577
Office Supplies,Managua,Nicaragua,SS-2087593,Sung Shariari,LATAM,7/26/2012,MX-2012-SS2087593-41116,High,,OFF-ST-4282,"Fellowes Shelving, Blue",Central America,Consumer,7/29/2012,Second Class,Managua,Storage,0,0,5,192.8,4.624
Office Supplies,Managua,Nicaragua,SS-2087593,Sung Shariari,LATAM,7/26/2012,MX-2012-SS2087593-41116,High,,OFF-BI-3252,"Avery Binder, Durable",Central America,Consumer,7/29/2012,Second Class,Managua,Binders,0,1.04,1,9.6,1.623
Technology,Los Mochis,Mexico,LC-1714082,Logan Currie,LATAM,7/26/2012,MX-2012-LC1714082-41116,High,,TEC-CO-3687,"Canon Fax Machine, Digital",Central America,Consumer,7/28/2012,First Class,Sinaloa,Copiers,0.002,41.55192,2,423.19192,40.534
Office Supplies,Villa Canales,Guatemala,EB-1397551,Erica Bern,LATAM,7/22/2012,MX-2012-EB1397551-41112,Low,,OFF-ST-5705,"Rogers Shelving, Blue",Central America,Corporate,7/28/2012,Standard Class,Guatemala,Storage,0,32.28,3,124.26,17.46
Technology,Los Mochis,Mexico,LC-1714082,Logan Currie,LATAM,7/26/2012,MX-2012-LC1714082-41116,High,,TEC-MA-5011,"Konica Phone, Red",Central America,Consumer,7/28/2012,First Class,Sinaloa,Machines,0,20,2,111.12,4.645
Furniture,Azcapotzalco,Mexico,CC-1267082,Craig Carreira,LATAM,7/26/2012,US-2012-CC1267082-41116,High,,FUR-FU-4064,"Eldon Frame, Black",Central America,Consumer,7/28/2012,First Class,Distrito Federal,Furnishings,0.4,-9.3,1,46.5,3.55
Office Supplies,Villa Canales,Guatemala,EB-1397551,Erica Bern,LATAM,7/22/2012,MX-2012-EB1397551-41112,Low,,OFF-FA-6196,"Stockwell Push Pins, Metal",Central America,Corporate,7/28/2012,Standard Class,Guatemala,Fasteners,0,0.18,1,9.66,1.172
Furniture,Petapa,Guatemala,LP-1709551,Liz Preis,LATAM,7/26/2012,MX-2012-LP1709551-41116,High,,FUR-BO-3642,"Bush Library with Doors, Traditional",Central America,Consumer,7/27/2012,First Class,Guatemala,Bookcases,0,378.84,6,1457.28,138.78
Technology,Petapa,Guatemala,LP-1709551,Liz Preis,LATAM,7/26/2012,MX-2012-LP1709551-41116,High,,TEC-PH-5249,"Motorola Audio Dock, with Caller ID",Central America,Consumer,7/27/2012,First Class,Guatemala,Phones,0,100.5,3,346.74,64.994
Furniture,Santo Domingo,Dominican Republic,IG-1508536,Ivan Gibson,LATAM,7/25/2012,US-2012-IG1508536-41115,High,,FUR-CH-5756,"SAFCO Chairmat, Adjustable",Caribbean,Consumer,7/27/2012,Second Class,Santo Domingo,Chairs,0.2,-43.736,7,232.624,37.011
Technology,Petapa,Guatemala,LP-1709551,Liz Preis,LATAM,7/26/2012,MX-2012-LP1709551-41116,High,,TEC-CO-4770,"HP Fax and Copier, Digital",Central America,Consumer,7/27/2012,First Class,Guatemala,Copiers,0.002,14.48972,7,803.52972,30.233
Office Supplies,Petapa,Guatemala,LP-1709551,Liz Preis,LATAM,7/26/2012,MX-2012-LP1709551-41116,High,,OFF-AR-6105,"Stanley Canvas, Blue",Central America,Consumer,7/27/2012,First Class,Guatemala,Art,0,31.64,2,65.96,13.877
Office Supplies,Petapa,Guatemala,LP-1709551,Liz Preis,LATAM,7/26/2012,MX-2012-LP1709551-41116,High,,OFF-BI-2882,"Acco 3-Hole Punch, Durable",Central America,Consumer,7/27/2012,First Class,Guatemala,Binders,0,6.32,2,42.16,7.63
Technology,Mexico City,Mexico,MC-1784582,Michael Chen,LATAM,7/25/2012,MX-2012-MC1784582-41115,Medium,,TEC-AC-3397,"Belkin Numeric Keypad, Erganomic",Central America,Consumer,7/27/2012,Second Class,Distrito Federal,Accessories,0,10.24,2,79,6.101
Office Supplies,Petapa,Guatemala,LP-1709551,Liz Preis,LATAM,7/26/2012,MX-2012-LP1709551-41116,High,,OFF-BI-4826,"Ibico Hole Reinforcements, Recycled",Central America,Consumer,7/27/2012,First Class,Guatemala,Binders,0,6.96,6,29.4,4.881
Office Supplies,Petapa,Guatemala,LP-1709551,Liz Preis,LATAM,7/26/2012,MX-2012-LP1709551-41116,High,,OFF-PA-5893,"SanDisk Parchment Paper, Recycled",Central America,Consumer,7/27/2012,First Class,Guatemala,Paper,0,8.16,2,22.16,3.716
Office Supplies,Santo Domingo,Dominican Republic,IG-1508536,Ivan Gibson,LATAM,7/25/2012,US-2012-IG1508536-41115,High,,OFF-SU-6169,"Stiletto Ruler, High Speed",Caribbean,Consumer,7/27/2012,Second Class,Santo Domingo,Supplies,0.2,1.152,2,15.872,2.248
Office Supplies,Petapa,Guatemala,LP-1709551,Liz Preis,LATAM,7/26/2012,MX-2012-LP1709551-41116,High,,OFF-BI-6369,"Wilson Jones 3-Hole Punch, Clear",Central America,Consumer,7/27/2012,First Class,Guatemala,Binders,0,19.74,3,54.9,1.134
Office Supplies,Carrefour,Haiti,MJ-1774054,Max Jones,LATAM,7/21/2012,US-2012-MJ1774054-41111,Medium,,OFF-EN-4444,"GlobeWeis Mailers, Security-Tint",Caribbean,Consumer,7/26/2012,Standard Class,Ouest,Envelopes,0.4,0,9,147.42,6.603
Furniture,Carrefour,Haiti,MJ-1774054,Max Jones,LATAM,7/21/2012,US-2012-MJ1774054-41111,Medium,,FUR-FU-3929,"Deflect-O Clock, Duo Pack",Caribbean,Consumer,7/26/2012,Standard Class,Ouest,Furnishings,0.7,-70.518,3,30.222,2.304
Office Supplies,Carrefour,Haiti,MJ-1774054,Max Jones,LATAM,7/21/2012,US-2012-MJ1774054-41111,Medium,,OFF-BI-4825,"Ibico Hole Reinforcements, Economy",Caribbean,Consumer,7/26/2012,Standard Class,Ouest,Binders,0.4,-11.184,6,16.776,1.942
Office Supplies,Carrefour,Haiti,MJ-1774054,Max Jones,LATAM,7/21/2012,US-2012-MJ1774054-41111,Medium,,OFF-FA-6193,"Stockwell Push Pins, 12 Pack",Caribbean,Consumer,7/26/2012,Standard Class,Ouest,Fasteners,0.4,-0.740000000,1,5.52,1.426
Office Supplies,Carrefour,Haiti,MJ-1774054,Max Jones,LATAM,7/21/2012,US-2012-MJ1774054-41111,Medium,,OFF-BI-2913,"Acco Hole Reinforcements, Durable",Caribbean,Consumer,7/26/2012,Standard Class,Ouest,Binders,0.4,-0.872000000,2,6.528,1.356
Furniture,Managua,Nicaragua,EB-1417093,Evan Bailliet,LATAM,7/20/2012,MX-2012-EB1417093-41110,Medium,,FUR-BO-4864,"Ikea Stackable Bookrack, Metal",Central America,Consumer,7/25/2012,Standard Class,Managua,Bookcases,0,32.48,8,650.88,49.413
Office Supplies,Rolândia,Brazil,GM-1450018,Gene McClure,LATAM,7/22/2012,MX-2012-GM1450018-41112,Critical,,OFF-PA-4467,"Green Bar Computer Printout Paper, Multicolor",South America,Consumer,7/25/2012,First Class,Parana,Paper,0,9.96,6,124.68,47.817
Office Supplies,Rolândia,Brazil,GM-1450018,Gene McClure,LATAM,7/22/2012,MX-2012-GM1450018-41112,Critical,,OFF-BI-6384,"Wilson Jones Binding Machine, Economy",South America,Consumer,7/25/2012,First Class,Parana,Binders,0,36.48,4,130.56,40.001
Furniture,Barreirinhas,Brazil,EB-1417018,Evan Bailliet,LATAM,7/20/2012,US-2012-EB1417018-41110,High,,FUR-BO-4864,"Ikea Stackable Bookrack, Metal",South America,Consumer,7/25/2012,Standard Class,Maranhão,Bookcases,0.6,-358.048,8,260.352,28.071
Office Supplies,San Martín,El Salvador,LH-1675039,Larry Hughes,LATAM,7/22/2012,MX-2012-LH1675039-41112,Medium,,OFF-FA-3063,"Advantus Rubber Bands, Metal",Central America,Consumer,7/25/2012,Second Class,Cuscatlán,Fasteners,0,7.7,7,77.98,10.419
Office Supplies,Rolândia,Brazil,GM-1450018,Gene McClure,LATAM,7/22/2012,MX-2012-GM1450018-41112,Critical,,OFF-ST-5709,"Rogers Trays, Blue",South America,Consumer,7/25/2012,First Class,Parana,Storage,0,4.52,1,41.12,6.609
Office Supplies,San Martín,El Salvador,LH-1675039,Larry Hughes,LATAM,7/22/2012,MX-2012-LH1675039-41112,Medium,,OFF-PA-6621,"Xerox Parchment Paper, 8.5 x 11",Central America,Consumer,7/25/2012,Second Class,Cuscatlán,Paper,0,7.64,2,23.2,1.833
Office Supplies,San Martín,El Salvador,LH-1675039,Larry Hughes,LATAM,7/22/2012,MX-2012-LH1675039-41112,Medium,,OFF-SU-4306,"Fiskars Box Cutter, Steel",Central America,Consumer,7/25/2012,Second Class,Cuscatlán,Supplies,0,3.72,2,46.56,1.699
Office Supplies,San Martín,El Salvador,LH-1675039,Larry Hughes,LATAM,7/22/2012,MX-2012-LH1675039-41112,Medium,,OFF-LA-4555,"Harbour Creations Shipping Labels, Laser Printer Compatible",Central America,Consumer,7/25/2012,Second Class,Cuscatlán,Labels,0,6.6,3,22.92,1.151
Technology,José Bonifácio,Brazil,TR-2132518,Toby Ritter,LATAM,7/20/2012,MX-2012-TR2132518-41110,Critical,,TEC-CO-5998,"Sharp Fax Machine, Digital",South America,Consumer,7/23/2012,First Class,São Paulo,Copiers,0.002,7.05256,2,392.93256,141.208
Technology,José Bonifácio,Brazil,TR-2132518,Toby Ritter,LATAM,7/20/2012,MX-2012-TR2132518-41110,Critical,,TEC-AC-5203,"Memorex Memory Card, Bluetooth",South America,Consumer,7/23/2012,First Class,São Paulo,Accessories,0,73.6,4,272.72,57.712
Technology,San Miguelito,Panama,SS-2014098,Saphhira Shifley,LATAM,7/20/2012,US-2012-SS2014098-41110,Medium,,TEC-CO-4574,"Hewlett Fax and Copier, Laser",Central America,Corporate,7/23/2012,First Class,Panama,Copiers,0.402,-114.19664,4,307.56336,54.082
Office Supplies,José Bonifácio,Brazil,TR-2132518,Toby Ritter,LATAM,7/20/2012,MX-2012-TR2132518-41110,Critical,,OFF-AR-3543,"Boston Pencil Sharpener, Easy-Erase",South America,Consumer,7/23/2012,First Class,São Paulo,Art,0,2.8,7,140.98,51.184
Office Supplies,José Bonifácio,Brazil,TR-2132518,Toby Ritter,LATAM,7/20/2012,MX-2012-TR2132518-41110,Critical,,OFF-PA-4177,"Enermax Note Cards, Premium",South America,Consumer,7/23/2012,First Class,São Paulo,Paper,0,25.6,5,95,29.151
Technology,San Miguelito,Panama,SS-2014098,Saphhira Shifley,LATAM,7/20/2012,US-2012-SS2014098-41110,Medium,,TEC-PH-3790,"Cisco Headset, Cordless",Central America,Corporate,7/23/2012,First Class,Panama,Phones,0.4,-68.176,4,146.064,18.598
Office Supplies,San Miguelito,Panama,SS-2014098,Saphhira Shifley,LATAM,7/20/2012,US-2012-SS2014098-41110,Medium,,OFF-FA-5469,"OIC Paper Clips, Bulk Pack",Central America,Corporate,7/23/2012,First Class,Panama,Fasteners,0.4,-5.216,2,11.544,1.968
Furniture,Mexico City,Mexico,JG-1511582,Jack Garza,LATAM,7/17/2012,US-2012-JG1511582-41107,Medium,,FUR-BO-5949,"Sauder Classic Bookcase, Mobile",Central America,Consumer,7/22/2012,Standard Class,Distrito Federal,Bookcases,0.2,-35.124,3,701.616,61.839
Office Supplies,Palma Soriano,Cuba,DB-1291031,Daniel Byrd,LATAM,7/17/2012,MX-2012-DB1291031-41107,Medium,,OFF-AR-5903,"Sanford Canvas, Easy-Erase",Caribbean,Home Office,7/21/2012,Standard Class,Santiago de Cuba,Art,0,5.94,9,304.74,17.061
Technology,Palma Soriano,Cuba,DB-1291031,Daniel Byrd,LATAM,7/17/2012,MX-2012-DB1291031-41107,Medium,,TEC-AC-5866,"SanDisk Keyboard, Programmable",Caribbean,Home Office,7/21/2012,Standard Class,Santiago de Cuba,Accessories,0,37.6,2,110.64,5.799
Office Supplies,Salvador,Brazil,ES-1402018,Erica Smith,LATAM,7/17/2012,US-2012-ES1402018-41107,Medium,,OFF-AR-6120,"Stanley Pencil Sharpener, Water Color",South America,Consumer,7/21/2012,Standard Class,Bahia,Art,0.6,-45.864,6,44.736,2.657
Office Supplies,Palma Soriano,Cuba,DB-1291031,Daniel Byrd,LATAM,7/17/2012,MX-2012-DB1291031-41107,Medium,,OFF-EN-5044,"Kraft Peel and Seal, with clear poly window",Caribbean,Home Office,7/21/2012,Standard Class,Santiago de Cuba,Envelopes,0,10.88,2,32.04,1.378
Technology,Choluteca,Honduras,TS-2134055,Toby Swindell,LATAM,7/14/2012,US-2012-TS2134055-41104,Medium,,TEC-AC-4187,"Enermax Router, Programmable",Central America,Consumer,7/20/2012,Standard Class,Choluteca,Accessories,0.4,-135.144,3,311.796,20.668
Office Supplies,Holguín,Cuba,DL-1333031,Denise Leinenbach,LATAM,7/16/2012,MX-2012-DL1333031-41106,High,,OFF-BI-2883,"Acco 3-Hole Punch, Economy",Caribbean,Consumer,7/20/2012,Standard Class,Holguín,Binders,0,6.4,4,80.32,11.024
Office Supplies,Holguín,Cuba,DL-1333031,Denise Leinenbach,LATAM,7/16/2012,MX-2012-DL1333031-41106,High,,OFF-EN-3658,"Cameo Clasp Envelope, Security-Tint",Caribbean,Consumer,7/20/2012,Standard Class,Holguín,Envelopes,0,9.18,9,71.46,7.065
Office Supplies,Cruzeiro do Sul,Brazil,AW-1084018,Anthony Witt,LATAM,7/18/2012,MX-2012-AW1084018-41108,High,,OFF-BI-3247,"Avery Binder Covers, Durable",South America,Consumer,7/20/2012,First Class,Acre,Binders,0,6.2,2,16.76,3.365
Furniture,San Miguelito,Panama,DP-1310598,Dave Poirier,LATAM,7/18/2012,MX-2012-DP1310598-41108,Medium,,FUR-FU-5732,"Rubbermaid Light Bulb, Duo Pack",Central America,Corporate,7/20/2012,Second Class,Panama,Furnishings,0.4,2.16,6,45.36,2.677
Office Supplies,Holguín,Cuba,DL-1333031,Denise Leinenbach,LATAM,7/16/2012,MX-2012-DL1333031-41106,High,,OFF-LA-6051,"Smead Removable Labels, Adjustable",Caribbean,Consumer,7/20/2012,Standard Class,Holguín,Labels,0,11.9,5,36.3,2.379
Technology,Mixco,Guatemala,BD-1172551,Bruce Degenhardt,LATAM,7/19/2012,MX-2012-BD1172551-41109,Medium,,TEC-AC-5224,"Memorex Router, Erganomic",Central America,Consumer,7/19/2012,Same Day,Guatemala,Accessories,0,448.92,6,976.08,174.678
Office Supplies,Juazeiro,Brazil,HE-1480018,Harold Engle,LATAM,7/13/2012,MX-2012-HE1480018-41103,Medium,,OFF-SU-2993,"Acme Shears, Easy Grip",South America,Corporate,7/19/2012,Standard Class,Bahia,Supplies,0,26.76,3,103.08,7.875
Office Supplies,Tijuana,Mexico,ND-1846082,Neil Ducich,LATAM,7/17/2012,MX-2012-ND1846082-41107,High,,OFF-BI-4814,"Ibico Binder, Recycled",Central America,Corporate,7/19/2012,First Class,Baja California,Binders,0,16.4,4,42.24,7.61
Office Supplies,Vassouras,Brazil,HE-1480018,Harold Engle,LATAM,7/13/2012,US-2012-HE1480018-41103,Low,,OFF-SU-2993,"Acme Shears, Easy Grip",South America,Corporate,7/19/2012,Standard Class,Rio de Janeiro,Supplies,0.6,-35.088,3,41.232,5.071
Office Supplies,Tijuana,Mexico,ND-1846082,Neil Ducich,LATAM,7/17/2012,MX-2012-ND1846082-41107,High,,OFF-AP-3862,"Cuisinart Coffee Grinder, Silver",Central America,Corporate,7/19/2012,First Class,Baja California,Appliances,0,12.84,1,26.24,3.852
Office Supplies,San Miguelito,Panama,LT-1676598,Larry Tron,LATAM,7/14/2012,US-2012-LT1676598-41104,Medium,,OFF-EN-3661,"Cameo Interoffice Envelope, Recycled",Central America,Consumer,7/19/2012,Standard Class,Panama,Envelopes,0.4,-1.856,2,36.984,2.682
Office Supplies,La Romana,Dominican Republic,MS-1736536,Maribeth Schnelling,LATAM,7/12/2012,MX-2012-MS1736536-41102,Medium,,OFF-ST-6033,"Smead File Cart, Single Width",Caribbean,Consumer,7/17/2012,Standard Class,La Romana,Storage,0.2,30.912,2,137.472,10.348
Office Supplies,La Romana,Dominican Republic,MS-1736536,Maribeth Schnelling,LATAM,7/12/2012,MX-2012-MS1736536-41102,Medium,,OFF-EN-5026,"Kraft Clasp Envelope, Security-Tint",Caribbean,Consumer,7/17/2012,Standard Class,La Romana,Envelopes,0.2,-1.08,2,12.16,1.949
Office Supplies,La Romana,Dominican Republic,MS-1736536,Maribeth Schnelling,LATAM,7/12/2012,MX-2012-MS1736536-41102,Medium,,OFF-BI-3739,"Cardinal Index Tab, Economy",Caribbean,Consumer,7/17/2012,Standard Class,La Romana,Binders,0.2,1.384,2,9.344,1.411
Office Supplies,Puebla,Mexico,VP-2173082,Victor Preis,LATAM,7/11/2012,MX-2012-VP2173082-41101,Medium,,OFF-AR-3499,"Binney & Smith Sketch Pad, Blue",Central America,Home Office,7/16/2012,Standard Class,Puebla,Art,0,24.96,3,92.64,7.273
Office Supplies,Puebla,Mexico,VP-2173082,Victor Preis,LATAM,7/11/2012,MX-2012-VP2173082-41101,Medium,,OFF-SU-4305,"Fiskars Box Cutter, Serrated",Central America,Home Office,7/16/2012,Standard Class,Puebla,Supplies,0,36.88,4,85.92,5.608
Office Supplies,Managua,Nicaragua,AB-1015093,Aimee Bixby,LATAM,7/11/2012,MX-2012-AB1015093-41101,Medium,,OFF-ST-6031,"Smead File Cart, Blue",Central America,Consumer,7/15/2012,Second Class,Managua,Storage,0,273.56,7,594.86,19.955
Technology,Tlaquepaque,Mexico,CM-1244582,Chuck Magee,LATAM,7/10/2012,MX-2012-CM1244582-41100,Medium,,TEC-CO-3679,"Canon Copy Machine, Digital",Central America,Consumer,7/15/2012,Standard Class,Jalisco,Copiers,0.002,35.55288,3,522.51288,10.162
Office Supplies,Tlaquepaque,Mexico,CM-1244582,Chuck Magee,LATAM,7/10/2012,MX-2012-CM1244582-41100,Medium,,OFF-PA-4004,"Eaton Note Cards, Premium",Central America,Consumer,7/15/2012,Standard Class,Jalisco,Paper,0,14.52,6,111.96,5.855
Technology,Chinautla,Guatemala,JH-1618051,Justin Hirsh,LATAM,7/12/2012,MX-2012-JH1618051-41102,High,,TEC-PH-5263,"Motorola Signal Booster, Cordless",Central America,Consumer,7/14/2012,First Class,Guatemala,Phones,0,251.04,6,583.92,111.689
Office Supplies,Chinautla,Guatemala,JH-1618051,Justin Hirsh,LATAM,7/12/2012,MX-2012-JH1618051-41102,High,,OFF-EN-5032,"Kraft Interoffice Envelope, with clear poly window",Central America,Consumer,7/14/2012,First Class,Guatemala,Envelopes,0,103.6,7,235.48,22.9
Office Supplies,Chinautla,Guatemala,JH-1618051,Justin Hirsh,LATAM,7/12/2012,MX-2012-JH1618051-41102,High,,OFF-BI-6383,"Wilson Jones Binding Machine, Durable",Central America,Consumer,7/14/2012,First Class,Guatemala,Binders,0,6.04,2,67.28,7.682
Office Supplies,Chinautla,Guatemala,JH-1618051,Justin Hirsh,LATAM,7/12/2012,MX-2012-JH1618051-41102,High,,OFF-ST-4296,"Fellowes Trays, Wire Frame",Central America,Consumer,7/14/2012,First Class,Guatemala,Storage,0,4.14,1,37.64,4.163
Office Supplies,Chinautla,Guatemala,JH-1618051,Justin Hirsh,LATAM,7/12/2012,MX-2012-JH1618051-41102,High,,OFF-BI-3253,"Avery Binder, Economy",Central America,Consumer,7/14/2012,First Class,Guatemala,Binders,0,1.2,2,17.2,1.94
Office Supplies,Chinautla,Guatemala,JH-1618051,Justin Hirsh,LATAM,7/12/2012,MX-2012-JH1618051-41102,High,,OFF-BI-2914,"Acco Hole Reinforcements, Economy",Central America,Consumer,7/14/2012,First Class,Guatemala,Binders,0,2.22,3,13.32,1.935
Office Supplies,San Salvador,El Salvador,JD-1589539,Jonathan Doherty,LATAM,7/10/2012,MX-2012-JD1589539-41100,Medium,,OFF-LA-5383,"Novimex File Folder Labels, Adjustable",Central America,Corporate,7/14/2012,Standard Class,San Salvador,Labels,0,9.84,6,24.6,1.246
Office Supplies,Mexico City,Mexico,DK-1315082,David Kendrick,LATAM,7/8/2012,MX-2012-DK1315082-41098,High,,OFF-SU-4978,"Kleencut Letter Opener, Easy Grip",Central America,Corporate,7/13/2012,Standard Class,Distrito Federal,Supplies,0,35.1,5,90.2,6.67
Technology,Buenos Aires,Argentina,CM-121605,Charles McCrossin,LATAM,7/6/2012,MX-2012-CM121605-41096,Medium,,TEC-CO-4767,"HP Copy Machine, Laser",South America,Consumer,7/12/2012,Standard Class,Buenos Aires,Copiers,0.402,-123.94488,2,194.01512,13.923
Technology,Buenos Aires,Argentina,CM-121605,Charles McCrossin,LATAM,7/6/2012,MX-2012-CM121605-41096,Medium,,TEC-AC-3385,"Belkin Keyboard, Erganomic",South America,Consumer,7/12/2012,Standard Class,Buenos Aires,Accessories,0.4,16.28,5,163.38,7.181
Technology,Boa Vista,Brazil,LR-1703518,Lisa Ryan,LATAM,7/5/2012,MX-2012-LR1703518-41095,Medium,,TEC-CO-4568,"Hewlett Copy Machine, Color",South America,Corporate,7/11/2012,Standard Class,Roraima,Copiers,0.002,78.43956,3,529.15956,40.028
Furniture,Santa Ana,El Salvador,JD-1601539,Joy Daniels,LATAM,7/4/2012,MX-2012-JD1601539-41094,Medium,,FUR-CH-5412,"Novimex Swivel Stool, Black",Central America,Consumer,7/11/2012,Standard Class,Santa Ana,Chairs,0,32.4,3,324.06,18.531
Furniture,Lima,Peru,DG-13300101,Deirdre Greer,LATAM,7/8/2012,US-2012-DG13300101-41098,Medium,,FUR-CH-4626,"Hon Bag Chairs, Adjustable",South America,Corporate,7/11/2012,Second Class,Lima (city),Chairs,0.4,-37.828,7,133.392,10.891
Furniture,Lima,Peru,DG-13300101,Deirdre Greer,LATAM,7/8/2012,US-2012-DG13300101-41098,Medium,,FUR-CH-4520,"Harbour Creations Bag Chairs, Red",South America,Corporate,7/11/2012,Second Class,Lima (city),Chairs,0.4,-10.704,2,49.296,9.813
Office Supplies,Santa Ana,El Salvador,JD-1601539,Joy Daniels,LATAM,7/4/2012,MX-2012-JD1601539-41094,Medium,,OFF-SU-6163,"Stiletto Box Cutter, Steel",Central America,Consumer,7/11/2012,Standard Class,Santa Ana,Supplies,0,33.24,3,70.74,7.472
Technology,Santa Ana,El Salvador,JD-1601539,Joy Daniels,LATAM,7/4/2012,MX-2012-JD1601539-41094,Medium,,TEC-PH-5249,"Motorola Audio Dock, with Caller ID",Central America,Consumer,7/11/2012,Standard Class,Santa Ana,Phones,0,33.5,1,115.58,5.206
